,category,desc_type,comments,descriptions,difficulty_rating,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,endDate,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_caption_sbert,desc_alttext_sbert,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
103,Electricity sector in Germany / Electricity prices,first,,"Of the average 31.47 cent/kWh cost of electricity in Germany, 25.1% of it is attributed to grid charges, 22.4% is attributed to power generation or aquisition, sales, 6.5% is an electricity tax, 16% is a value-added tax, 21.5% is a renewable surcharge, and the remaining 8.7% are other levies.",4,1697503117846,1,prolific/train-0-395010.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6285706b066c6502c413e9a3,218593,Well,Mon Oct 16 2023 20:25:33 GMT-0400 (Eastern Daylight Time),1697502333327,13.0753166666667,Electricity sector in Germany,0,Mon Oct 16 2023 20:38:37 GMT-0400 (Eastern Daylight Time),11,63,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,293,9,4,0.41304347826087000,0.7017649412155150,0.6886709928512570,0.7899571657180790,1,1,0,1,1,1,1,1,1,1,1,1
104,Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,first,,The graph shows both a direct positive and negative correlation.,5,1697503117846,1,prolific/train-0-236684.png,FALSE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6285706b066c6502c413e9a3,41225,Well,Mon Oct 16 2023 20:25:33 GMT-0400 (Eastern Daylight Time),1697502333327,13.0753166666667,Normally distributed and uncorrelated does not imply independent,1,Mon Oct 16 2023 20:38:37 GMT-0400 (Eastern Daylight Time),11,11,"Joint range of
  
    
      
        X
      
    
    {\displaystyle X}
  
 and
  
    
      
        Y
      
    
    {\displaystyle Y}
  
. Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",64,24,9,0.53125,0.3695155680179600,0.2804443836212160,0.2453407645225530,1,1,0,1,1,1,1,1,1,1,1,1
105,"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",first,,"Since 2011, we have seen a rise in both E-cigarette sales and incidents, rising much more exponentially after 2013.",3,1697503117846,1,prolific/train-0-407025.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6285706b066c6502c413e9a3,98086,Well,Mon Oct 16 2023 20:25:33 GMT-0400 (Eastern Daylight Time),1697502333327,13.0753166666667,Safety of electronic cigarettes,2,Mon Oct 16 2023 20:38:37 GMT-0400 (Eastern Daylight Time),11,22,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,115,73,64,0.6458333333333330,0.7136328220367430,0.7135266661643980,0.979203999042511,1,1,0,1,1,1,1,1,1,1,1,1
106,Bishop Auckland / Demography,first,,This graphs compares the age groups of different countries,2,1697503202298,1,prolific/train-0-245143.png,TRUE,Spanish,"{'question1': 'False', 'question10': 'Skip', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Skip', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Skip', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6306d29af0c80316a9c5aa1b,82620,Well,Mon Oct 16 2023 20:29:53 GMT-0400 (Eastern Daylight Time),1697502593544,10.1459,Bishop Auckland,0,Mon Oct 16 2023 20:40:02 GMT-0400 (Eastern Daylight Time),6,9,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",58,32,71,0.4358974358974360,0.4194876551628110,0.49240902066230800,0.7671424150466920,1,0,0,0,0,1,1,1,0,0,1,1
107,Saqqaq / Population,first,,A bar represents the population of saqqaq each year starting in 1991 and ending in 2010,4,1697503202298,1,prolific/train-0-283458.png,TRUE,Spanish,"{'question1': 'False', 'question10': 'Skip', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Skip', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Skip', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6306d29af0c80316a9c5aa1b,79683,Well,Mon Oct 16 2023 20:29:53 GMT-0400 (Eastern Daylight Time),1697502593544,10.1459,Nanortalik,1,Mon Oct 16 2023 20:40:02 GMT-0400 (Eastern Daylight Time),6,16,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,87,17,3,0.5294117647058820,0.5492067337036130,0.681027352809906,0.759284496307373,1,0,0,0,0,1,1,1,0,0,1,1
108,Breastfeeding promotion / Breastfeeding promotion projects by region / Asia / India,first,,Graph represents the percentage of of adults in specified countries that started early breastfeeding ,3,1697503202298,1,prolific/train-0-119573.png,TRUE,Spanish,"{'question1': 'False', 'question10': 'Skip', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Skip', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Skip', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6306d29af0c80316a9c5aa1b,61392,Well,Mon Oct 16 2023 20:29:53 GMT-0400 (Eastern Daylight Time),1697502593544,10.1459,Breastfeeding promotion,2,Mon Oct 16 2023 20:40:02 GMT-0400 (Eastern Daylight Time),6,14,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard https://www.indiaspend.com/6-in-10-indian-babies-miss-out-on-early-breastfeeding-and-its-life-saving-benefits-62614/,101,17,20,0.59375,0.656051754951477,0.5966895818710330,0.8939050436019900,1,0,0,0,0,1,1,1,0,0,1,1
109,European debt crisis / Evolution of the crisis / Portugal,first,,The image shows a graph of Portugal debt vs. Eurozone average debt from the year 1999-2019. Portugal had a sharp increase in 2008 with it leveling out in 2013. The last few years it showed decline in debt. Euro zone stayed pretty level with a slight rise in 2008.,5,1697503270672,1,prolific/train-0-191651.png,FALSE,English ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6376e34cb9fc3dab5a718c87,262227,Very little,Mon Oct 16 2023 19:25:51 GMT-0500 (Central Daylight Time),1697502351893,15.3129833333333,European debt crisis,0,Mon Oct 16 2023 19:41:10 GMT-0500 (Central Daylight Time),9,53,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,263,9,6,0.6571428571428570,0.8789440393447880,0.8265365362167360,0.9214153289794920,1,1,0,0,1,1,1,1,1,0,1,1
110,"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",first,,This graph shows the relationship between sales of E-cigarettes and number of injuries. The higher the number of sales equaled the higher number of injuries.,4,1697503270672,1,prolific/train-0-407025.png,FALSE,English ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6376e34cb9fc3dab5a718c87,116237,Very little,Mon Oct 16 2023 19:25:51 GMT-0500 (Central Daylight Time),1697502351893,15.3129833333333,Safety of electronic cigarettes,1,Mon Oct 16 2023 19:41:10 GMT-0500 (Central Daylight Time),9,27,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,157,73,64,0.5208333333333330,0.6569511890411380,0.614743709564209,0.979203999042511,1,1,0,0,1,1,1,1,1,0,1,1
111,Green marketing / Adoptability / LOHAS,first,,This is a pie chart showing the percentages of distribution of LOHAS.,4,1697503270672,1,prolific/train-0-480642.png,FALSE,English ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6376e34cb9fc3dab5a718c87,57308,Very little,Mon Oct 16 2023 19:25:51 GMT-0500 (Central Daylight Time),1697502351893,15.3129833333333,Green marketing,2,Mon Oct 16 2023 19:41:10 GMT-0500 (Central Daylight Time),9,13,The distribution of the different types of LOHAS.[26],The distribution of the different types of LOHAS.,69,12,9,0.7,0.7704799771308900,0.7805268168449400,0.9872645139694210,1,1,0,0,1,1,1,1,1,0,1,1
112,Saqqaq / Population,first,,This is a bar graph representing the population growth dynamics from 1991 to 2010.,3,1697503417663,1,prolific/train-0-283458.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",63162bda14b96736b08a554d,48982,Moderate,Mon Oct 16 2023 17:32:19 GMT-0700 (Pacific Daylight Time),1697502739211,11.3075333333333,Nanortalik,0,Mon Oct 16 2023 17:43:37 GMT-0700 (Pacific Daylight Time),11,15,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,83,17,3,0.5882352941176470,0.5254513621330260,0.4221433103084560,0.759284496307373,1,1,0,1,1,1,1,1,1,1,1,1
113,Saqqaq / Population,second,,"This is a bar graph representing the population growth dynamics from 1991 to 2010. The population grows with a peak in 1995, then dips slightly and grows again, and then dips with a low in 2009.",3,1697503417663,1,prolific/train-0-283458.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",63162bda14b96736b08a554d,24299,Moderate,Mon Oct 16 2023 17:32:19 GMT-0700 (Pacific Daylight Time),1697502739211,11.3075333333333,Nanortalik,0,Mon Oct 16 2023 17:43:37 GMT-0700 (Pacific Daylight Time),11,40,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,194,17,3,0.5405405405405410,0.531406044960022,0.4333997964859010,0.759284496307373,1,1,0,1,1,1,1,1,1,1,1,1
114,Ernie Toshack with the Australian cricket team in England in 1948 / Role,first,,The image is a bar graph showing how Toshack bats during his 1948 England tour. The data has a trend line that increases over time. There are highs in June and July.,4,1697503417663,1,prolific/train-0-24640.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",63162bda14b96736b08a554d,63832,Moderate,Mon Oct 16 2023 17:32:19 GMT-0700 (Pacific Daylight Time),1697502739211,11.3075333333333,Ernie Toshack with the Australian cricket team in England in 1948,1,Mon Oct 16 2023 17:43:37 GMT-0700 (Pacific Daylight Time),11,35,"A chart showing Toshack's batting performance during the tour. The runs scored per innings are represented by the bars, with the red bars being Test innings and the pink bars being other first-class innings. The blue line is the average of the five most recent innings and the dots indicate not outs.[10]","Toshack started the season with five first-class innings outside the Tests, and all were less than 10 and four were less than five, none were not out. He then scored two scores between 15 and 20 in the Tests, with a score of four outside the Tests in between. After scores of 1 and zero not out in the next two tour matches, he scored 12 not out in his third and final Test innings. He then finished with two in a tour match. All of his efforts beyond ten were in Tests, and he passed ten in all three Test innings, two of these being not out.",165,60,119,0.6578947368421050,0.7432427406311040,0.49135783314704900,0.6793749332427980,1,1,0,1,1,1,1,1,1,1,1,1
